"Données extraites de la PhyC le 07/02/2020 à 14:19:06 TU","Serie de mesure : O004402001 | Station Hydro : La Pique à Bagnères-de-Luchon | Hauteurs | Les plus valides | du 01/06/2013 00:00 au 31/07/2013 23:59"
"Date (TU)","Valeur (mm)",Qualification,Méthode,Continuité
"02/07/2013 06:30",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 06:45",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 07:00",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 07:15",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 07:30",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 07:45",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 08:00",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 08:15",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 08:30",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 08:45",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 09:00",1800,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 09:15",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 09:30",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 09:45",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 10:00",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 10:15",1800,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 10:30",1800,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 10:45",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 11:00",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 11:15",1800,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 11:30",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 11:45",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 12:00",1800,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 12:15",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 12:30",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 12:45",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 13:00",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 13:15",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 13:30",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 13:45",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 14:00",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 14:15",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 14:30",1800,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 14:45",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 15:00",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 15:15",1800,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 15:30",1810,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 15:45",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 16:00",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 16:15",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 16:30",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 16:45",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 17:00",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 17:15",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 17:30",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 17:45",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 18:00",1820,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 18:15",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 18:30",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 18:45",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 19:00",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 19:15",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 19:30",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 19:45",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 20:00",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 20:15",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 20:30",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 20:45",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 21:00",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 21:15",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 21:30",1850,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 21:45",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 22:00",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 22:15",1860,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 22:30",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 22:45",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 23:00",1830,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 23:15",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 23:30",1840,"Valeur non qualifiée",Mesure,Oui
"02/07/2013 23:45",1850,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 00:00",1850,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 00:15",1850,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 00:30",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 00:45",1850,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 01:00",1850,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 01:15",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 01:30",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 01:45",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 02:00",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 02:15",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 02:30",1850,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 02:45",1850,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 03:00",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 03:15",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 03:30",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 03:45",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 04:00",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 04:15",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 04:30",1850,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 04:45",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 05:00",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 05:15",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 05:30",1840,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 05:45",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 06:00",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 06:15",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 06:30",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 06:45",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 07:00",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 07:15",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 07:30",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 07:45",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 08:00",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 08:15",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 08:30",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 08:45",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 09:00",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 09:15",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 09:30",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 09:45",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 10:00",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 10:15",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 10:30",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 10:45",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 11:00",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 11:15",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 11:30",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 11:45",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 12:00",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 12:15",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 12:30",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 12:45",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 13:00",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 13:15",1790,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 13:30",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 13:45",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 14:00",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 14:15",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 14:30",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 14:45",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 15:00",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 15:15",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 15:30",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 15:45",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 16:00",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 16:15",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 16:30",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 16:45",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 17:00",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 17:15",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 17:30",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 17:45",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 18:00",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 18:15",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 18:30",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 18:45",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 19:00",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 19:15",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 19:30",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 19:45",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 20:00",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 20:15",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 20:30",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 20:45",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 21:00",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 21:15",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 21:30",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 21:45",1830,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 22:00",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 22:15",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 22:30",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 22:45",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 23:00",1820,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 23:15",1810,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 23:30",1800,"Valeur non qualifiée",Mesure,Oui
"03/07/2013 23:45",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 00:00",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 00:15",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 00:30",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 00:45",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 01:00",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 01:15",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 01:30",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 01:45",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 02:00",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 02:15",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 02:30",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 02:45",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 03:00",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 03:15",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 03:30",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 03:45",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 04:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 04:15",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 04:30",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 04:45",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 05:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 05:15",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 05:30",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 05:45",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 06:00",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 06:15",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 06:30",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 06:45",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 07:00",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 07:15",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 07:30",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 07:45",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 08:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 08:15",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 08:30",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 08:45",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 09:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 09:15",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 09:30",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 09:45",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 10:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 10:15",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 10:30",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 10:45",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 11:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 11:15",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 11:30",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 11:45",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 12:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 12:15",1770,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 12:30",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 12:45",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 13:00",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 13:15",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 13:30",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 13:45",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 14:00",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 14:15",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 14:30",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 14:45",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 15:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 15:15",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 15:30",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 15:45",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 16:00",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 16:15",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 16:30",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 16:45",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 17:00",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 17:15",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 17:30",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 17:45",1780,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 18:00",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 18:15",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 18:30",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 18:45",1790,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 19:00",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 19:15",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 19:30",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 19:45",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 20:00",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 20:15",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 20:30",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 20:45",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 21:00",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 21:15",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 21:30",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 21:45",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 22:00",1830,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 22:15",1820,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 22:30",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 22:45",1800,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 23:00",1830,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 23:15",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 23:30",1810,"Valeur non qualifiée",Mesure,Oui
"04/07/2013 23:45",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 00:00",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 00:15",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 00:30",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 00:45",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 01:00",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 01:15",1830,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 01:30",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 01:45",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 02:00",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 02:15",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 02:30",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 02:45",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 03:00",1800,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 03:15",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 03:30",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 03:45",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 04:00",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 04:15",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 04:30",1830,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 04:45",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 05:00",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 05:15",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 05:30",1800,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 05:45",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 06:00",1820,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 06:15",1830,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 06:30",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 06:45",1800,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 07:00",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 07:15",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 07:30",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 07:45",1800,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 08:00",1810,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 08:15",1800,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 08:30",1800,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 08:45",1800,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 09:00",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 09:15",1800,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 09:30",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 09:45",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 10:00",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 10:15",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 10:30",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 10:45",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 11:00",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 11:15",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 11:30",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 11:45",1750,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 12:00",1720,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 12:15",1720,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 12:30",1710,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 12:45",1710,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 13:00",1700,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 13:15",1700,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 13:30",1710,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 13:45",1710,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 14:00",1740,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 14:15",1730,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 14:30",1750,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 14:45",1750,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 15:00",1760,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 15:15",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 15:30",1760,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 15:45",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 16:00",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 16:15",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 16:30",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 16:45",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 17:00",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 17:15",1760,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 17:30",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 17:45",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 18:00",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 18:15",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 18:30",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 18:45",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 19:00",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 19:15",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 19:30",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 19:45",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 20:00",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 20:15",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 20:30",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 20:45",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 21:00",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 21:15",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 21:30",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 21:45",1790,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 22:00",1760,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 22:15",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 22:30",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 22:45",1760,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 23:00",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 23:15",1780,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 23:30",1770,"Valeur non qualifiée",Mesure,Oui
"05/07/2013 23:45",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 00:00",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 00:15",1780,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 00:30",1780,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 00:45",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 01:00",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 01:15",1780,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 01:30",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 01:45",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 02:00",1760,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 02:15",1760,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 02:30",1780,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 02:45",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 03:00",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 03:15",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 03:30",1760,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 03:45",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 04:00",1760,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 04:15",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 04:30",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 04:45",1750,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 05:00",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 05:15",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 05:30",1760,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 05:45",1750,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 06:00",1770,"Valeur non qualifiée",Mesure,Oui
"06/07/2013 06:15",1760,"Valeur non qualifiée",Mesure,Oui
